Number,Posted by,Photo credit,Source,Season,Year,Time,Country,Province/Region,Place,Fall under,area/location,Classified area,due to fenceless border I put them under,Alive/dead,cause of death,Area,Movement,conditions,Human presence,link
400,Lukasz Dobbek,,Facebook,Spring,24/9/2017,daylight,South Africa,Mpumalanga,Kruger National Park,,,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard,,,,,https://www.facebook.com/photo/?fbid=1092829180848956&set=basw.AbpjOQ8rspTxpDK3yvcjFcveb4hp1t4Nb0Ld8G8gX2-ulErcD6M70sXgUWKx0dFp-7KPtcR6oRAWZJ9Cswz84VXakkvCmvXIxSTg7ZsT0PskGaVo6g0MYtYU3FNEC7vLtxoOwvSebakNfjLQ6Sd_9eFtlEv4EGwwhfkeCfX-bgNcOQ&opaqueCursor=AboLbvRzyFTvsw5roAtSdT4SIIgp6JJnIvWoYAHtbZ_NZV9ghVkELSdQ0-n6napa4tc3GM8UbWub4vtsooXuRcBdK3IN3csI-ae3YmKDGqupBI7X6X6XlJe3TW7i8K5LULuwbyE1tI3qGwmqz2Vg2ZWdQsXeqVsWfruOW57_7frDJYn7jhVpKoW9J-bFqy3Z_aCkSEgP1wetIwUH7RLm7AY5uoHMIu3KUAVvnh9GN212Z9tshDn36N4HWKvLCE0kys1LlGCdHsWAnNXtR1ukAT_hezgh7BBkHAfe5w5zPcs4BZm8trEt_ao6skMinDsmWY63EYHSafS7znRa6Abnow_-Stwfotjiw0STh8ZKPHdAsM7PsAfDpQd9nww9rdF1nmpu_2XZiD1EZ4duuuGIf095sAFQr3b0t-P5vHYUBqAGrZjVoV5r_cJBSJJhKSfgvwF1g7vdwEraKoc7mdWH0WTRXpPPH6GMTsxz5Bd8LGcXcJASscLt5HU6b3Awg2L_6GBvDIU7ANZYYh3Ure0PS3lKV8pZ8IDMh45-UWRHkmvYrplJQDUE6Ojaq8S6pIZi1WYVSbTbihq0nYnaLSCa2hdOs-jU98yOFSJ9ZzrcElwinAq1Rjk3kPw-RmCloPYXyU8v1tMSfBONEbvo350wshw91ote3Gohol7Ti91nWjYRnuqX8eAaPclGeHemnwVcf17UFL1s6zuFcMNU33-3o3ctaJ_3o9GOFYFGqog48O7ZZiNSbTG1v6Ngfe5yH7oDNa5OZu7XJM9XwRYHrUAUPdU604slHPJpBvCnjKbfVFtxYfdvU_C_rtysyaULW99A0g0
401,Brett Horley Safaris,Phillip Louw,Facebook,Winter,23/6/2017,daylight,South Africa,Mpumalanga,Walkers River Camp,Timbavati Game Reserve,"between Hoedspruit and Acornhoek, situated on the western edge of Kruger National Park",Mpumalanga-other,Mpumalanga-Greater Kruger National Park,dead,leopard,,,,,https://www.facebook.com/search/str/brett+horley+safaris+aardvark/keywords_search
402,francois.duplessis,Francois Du Plessis,Instagram,Spring,23/9/2019,evening,South Africa,Mpumalanga,Rhenosterpoort Nature Reserve,,Waterberg Mountain,Mpumalanga-other,Mpumalanga-Greater Kruger National Park,alive,,grasses,walking,good,,https://www.instagram.com/p/B2wNuX_A_48/
403,Black Leopard Mountain Lodge,camera trap,Facebook,Autumn,16/5/2015,evening,South Africa,Mpumalanga,Black Leopard Mountain Lodge,Thabo Tholo Wilderness Reserve,,Mpumalanga-other,,alive,,grasses,walking,good,,https://web.facebook.com/BlackLeopardCamp/photos/a.360621597355745/438070449610859
404,Black Leopard Mountain Lodge,camera trap,Facebook,Autumn,11/3/2013,evening,South Africa,Mpumalanga,Black Leopard Mountain Lodge,Thabo Tholo Wilderness Reserve,,Mpumalanga-other,,alive,,grasses,walking,good,,https://web.facebook.com/BlackLeopardCamp/photos/a.360621597355745/438070449610859
405,Black Leopard Mountain Lodge,camera trap,Facebook,Summer,1/1/2019,evening,South Africa,Mpumalanga,Black Leopard Mountain Lodge,Thabo Tholo Wilderness Reserve,,Mpumalanga-other,,alive,,grasses,walking,good,,https://web.facebook.com/BlackLeopardCamp/photos/pcb.2274452725972613/2274447255973160/
406,Field and Stream South Africa,camera trap,Facebook,Spring,25/9/2014,evening,South Africa,Mpumalanga,Lydenberg,,,Mpumalanga-other,,alive,,grasses,walking,good,,https://web.facebook.com/fieldandstreamsa/photos/a.193190977413701/761419037257556
407,Field and Stream South Africa,camera trap,Facebook,Spring,30/11/2014,evening,South Africa,Mpumalanga,,,,Mpumalanga-other,,alive,,grasses,feeding,good,,https://web.facebook.com/fieldandstreamsa/photos/pcb.794655863933873/794654830600643/
408,aletwichmann,Alet Wichmann,Instagram,Winter,18/6/2018,afternoon,South Africa,Limpopo,Entabeni Game Reserve,,,Limpopo-other,,alive,,grasses,walking,good,,https://www.instagram.com/p/BkLZpY-FckL/
409,jack.outside,Jack Philips,Instagram,Summer,7/12/2017,daylight,South Africa,Limpopo,Entabeni Game Reserve,,,Limpopo-other,,alive,,grasses,walking,good,,https://www.instagram.com/p/BcaSrb3lJmS/
410,james000123,James,Instagram,Autumn,11/5/2018,afternoon,South Africa,Limpopo,Entabeni Game Reserve,,,Limpopo-other,,alive,,grasses,feeding,good,,https://www.instagram.com/p/BipNEnYBG-N/
411,Phelwana Game Lodge,camera trap,Facebook,Spring,2/11/2016,evening,South Africa,Limpopo,Phelwana Game Lodge,,,Limpopo-other,Limpopo-Greater Kruger National Park,alive,,grasses,walking,good,,https://web.facebook.com/Phelwana/photos/917728228359741
412,izingwelodge,Duncan Frew,Instagram,Autumn,20/3/2015,evening,South Africa,Limpopo,Izingwe Lodge,Welgevonden Private Game Reserve,,Limpopo-other,Limpopo-Greater Kruger National Park,alive,,grasses,walking,good,,https://www.instagram.com/p/0cnonyoA3z/
413,izingwelodge,,Instagram,Winter,23/8/2016,morning,South Africa,Limpopo,Izingwe Lodge,Welgevonden Private Game Reserve,,Limpopo-other,Limpopo-Greater Kruger National Park,alive,,grasses,walking,good,,https://www.instagram.com/p/BJdKxzNDR8U/
414,izingwelodge,,Instagram,Spring,23/9/2017,evening,South Africa,Limpopo,Izingwe Lodge,Welgevonden Private Game Reserve,,Limpopo-other,Limpopo-Greater Kruger National Park,alive,,grasses,walking,good,,https://www.instagram.com/p/BZZJJr-DWoy/
415,izingwelodge,,Instagram,Winter,14/8/2019,evening,South Africa,Limpopo,Izingwe Lodge,Welgevonden Private Game Reserve,,Limpopo-other,Limpopo-Greater Kruger National Park,alive,,grasses,walking,good,,https://www.instagram.com/p/B1JJ8TPAiLC/
416,davidarment_dallas,,Instagram,Winter,22/8/2016,afternoon,South Africa,Limpopo,Izingwe Lodge,Welgevonden Private Game Reserve,,Limpopo-other,Limpopo-Greater Kruger National Park,alive,,grasses,walking,good,,
417,kerrystacey,Kerry,Instagram,Autumn,25/5/2017,evening,South Africa,Limpopo,Wildthings Lodge,,,Limpopo-other,,alive,,grasses,walking,good,,
418,Dillon Long,camera trap,Facebook,Summer,15/2/2018,evening,South Africa,Limpopo,Hoedspruit Wildlife Estate,,,Limpopo-other,,alive,,grasses,walking,good,,https://www.facebook.com/photo?fbid=10211784112820408&set=pcb.10211784148141291
419,rob.severin,Rob Severin,Instagram,Winter,26/7/2018,evening,South Africa,Limpopo,Raptors View Wildlife Estate,,,Limpopo-other,Limpopo-Greater Kruger National Park,alive,,grasses,feeding,good,,https://www.instagram.com/p/BltMQv9H9C3/
420,Michael Duncan,Michael Duncan,Facebook,Winter,14/7/2016,evening,South Africa,Limpopo,Hoedspruit,,,Limpopo-other,,alive,,ground surface,paused,good,,https://www.facebook.com/photo?fbid=10157200670205271&set=pb.821330270.-2207520000..
421,African Impact- South Africa Conservation Projects,camera trap,Facebook,Summer,30/1/2014,evening,South Africa,Limpopo,Hoedspruit,,,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/AfricanImpactSAConservation/photos/a.186602434737754/693519880712671
422,Daktari Bush School & Wildlife Orphanage,camera trap,Facebook,Summer,19/2/2016,evening,South Africa,Limpopo,Hoedspruit,,,Limpopo-other,,alive,,ground surface,walking,good,,https://web.facebook.com/DaktariAfrica/photos/pcb.966918243343891/966916816677367/
423,Greg McCall-Peat Photography,,Facebook,Summer,9/12/2017,evening,South Africa,Limpopo,Umlani Bush Camp,,,Limpopo-other,,dead,leopard,,,,,https://www.facebook.com/169427349765665/photos/a.214994061875660/1847896818585368/?type=3&theater
424,Makutsi Safari Springs,,Facebook,Winter,26/8/2013,afternoon,South Africa,Limpopo,Makutsi Safari Springs,,,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/makutsi/photos/a.140959889249750/668230929855974
425,craig_prosser,Craig Prosser,Instagram,Summer,7/1/2017,daylight,South Africa,Limpopo,Makutsi Safari Springs,,,Limpopo-other,,alive,,grasses,paused,good,,
426,Maninghi Lodge,,Facebook,Summer,28/2/2018,evening,South Africa,Limpopo,Maninghi Lodge,Balule Nature Reserve,,Limpopo-other,Limpopo-Greater Kruger National Park,alive,,grasses,walking,good,,https://web.facebook.com/Maninghi/photos/pcb.778974878970771/778974735637452/
427,Pondoro Game Lodge,Mark Nicholson,Facebook,Winter,17/6/2012,evening,South Africa,Limpopo,Pondoro Game Lodge,Balule Nature Reserve,,Limpopo-other,Limpopo-Greater Kruger National Park,alive,,grasses,walking,good,,https://web.facebook.com/pondorogamelodge/photos/a.244820012211871/484673184893218
428,Pondoro Game Lodge,Mark Nicholson,Facebook,Winter,27/6/2013,evening,South Africa,Limpopo,Pondoro Game Lodge,Balule Nature Reserve,,Limpopo-other,Limpopo-Greater Kruger National Park,alive,,grasses,walking,good,,https://web.facebook.com/pondorogamelodge/photos/a.244820012211871/676074419086426
429,Pondoro Game Lodge,Marius,Facebook,Winter,1/6/2018,evening,South Africa,Limpopo,Pondoro Game Lodge,Balule Nature Reserve,,Limpopo-other,Limpopo-Greater Kruger National Park,alive,,grasses,walking,good,,https://web.facebook.com/pondorogamelodge/photos/a.1737630632930794/2196175380409648/
430,Sun Destinations,Jochen Van de Perre,Facebook,Winter,10/7/2015,evening,South Africa,Limpopo,Nthambo Tree Camp,Klaserie Private Game Reserve,adjacent to the Kruger Park and the Timbavati Game Reserve,Limpopo-other,Limpopo-Greater Kruger National Park,alive,,grasses,walking,good,,https://web.facebook.com/sundestinations1/photos/a.385289534963647/478310468994886
431,lindanilodges,,Instagram,Summer,17/1/2017,daylight,South Africa,Limpopo,Lindani Lodges,,,Limpopo-other,,alive,,ground surface,lying on the ground,good,,
432,Rukiya Safari Camp,,Facebook,Autumn,28/5/2016,daylight,South Africa,Limpopo,Wild Rivers Nature Reserve,,,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/rukiyacamp/posts/1636095243382794
433,Rukiya Safari Camp,,Facebook,Spring,7/11/2016,evening,South Africa,Limpopo,Wild Rivers Nature Reserve,,,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/rukiyacamp/posts/1738995486426102
434,Rukiya Safari Camp,Elliott,Facebook,Winter,31/8/2016,afternoon,South Africa,Limpopo,Wild Rivers Nature Reserve,,,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/rukiyacamp/photos/a.1511669975825322/1676776295981355
435,Rukiya Safari Camp,camera trap,Facebook,Summer,5/12/2017,evening,South Africa,Limpopo,Wild Rivers Nature Reserve,,,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/rukiyacamp/photos/pcb.1996851913973790/1996849220640726
436,African Impact-South Africa Conservation Projects,,Facebook,Spring,24/9/2019,evening,South Africa,Limpopo,Kruger National Park,,,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/AfricanImpactSAConservation/photos/2833006956763942
437,Pam Zirkel,Pam Zirkel,Facebook,Spring,16/9/2019,evening,South Africa,Limpopo,Raptors View Wildlife Estate,,,Limpopo-other,,alive,,grasses,foraging and feeding,good,,https://www.facebook.com/photo?fbid=10219790452461841&set=pcb.3336374929713938
438,virgilio.nunes.35,Virgilio Nunes,Instagram,Summer,5/2/2018,evening,South Africa,Limpopo,Raptors View Wildlife Estate,,,Limpopo-other,,alive,,grasses,walking,good,,https://www.instagram.com/p/Be0_341BoeJ/
439,ontracksafaris,camera trap,Instagram,Summer,14/2/2018,evening,South Africa,Limpopo,Wild Rivers Private Nature Reserve,,near Hoedspruit,Limpopo-other,,alive,,ground surface,walking,good,,https://www.instagram.com/p/BfLxnJgHXAW/
440,ontracksafaris,camera trap,Instagram,Spring,28/11/2017,evening,South Africa,Limpopo,Wild Rivers Private Nature Reserve,,near Hoedspruit,Limpopo-other,,alive,,ground surface,walking,good,,https://www.instagram.com/p/BcCEIn1HYrT/
441,On Track Safaris,camera trap,Facebook,Winter,29/8/2015,evening,South Africa,Limpopo,Wild Rivers Private Nature Reserve,,near Hoedspruit,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/OnTrackSafaris/photos/a.271162138772/10153284246218773
442,ontracksafaris,camera trap,Instagram,Winter,14/8/2015,evening,South Africa,Limpopo,Wild Rivers Private Nature Reserve,,near Hoedspruit,Limpopo-other,,alive,,grasses,walking,good,,https://www.instagram.com/p/6eyYQnPBay/
443,On Track Safaris,camera trap,Facebook,Winter,27/7/2014,evening,South Africa,Limpopo,Wild Rivers Private Nature Reserve,,near Hoedspruit,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/OnTrackSafaris/photos/a.271162138772/10152385238568773
444,On Track Safaris,camera trap,Facebook,Winter,25/8/2017,evening,South Africa,Limpopo,Wild Rivers Private Nature Reserve,,near Hoedspruit,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/OnTrackSafaris/photos/a.271162138772/10153327758038773
445,On Track Safaris,,Facebook,Summer,1/1/2017,daylight,South Africa,Limpopo,Wild Rivers Private Nature Reserve,,near Hoedspruit,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/OnTrackSafaris/photos/a.271162138772/10154457573058773
446,On Track Safaris,camera trap,Facebook,Winter,2/7/2016,evening,South Africa,Limpopo,Wild Rivers Private Nature Reserve,,near Hoedspruit,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/OnTrackSafaris/photos/a.271162138772/10154037473948773
447,On Track Safaris,camera trap,Facebook,Autumn,17/3/2016,evening,South Africa,Limpopo,Wild Rivers Private Nature Reserve,,near Hoedspruit,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/OnTrackSafaris/photos/a.271162138772/10153666876888773
448,On Track Safaris,camera trap,Facebook,Spring,13/10/2015,evening,South Africa,Limpopo,Wild Rivers Private Nature Reserve,,near Hoedspruit,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/OnTrackSafaris/photos/a.271162138772/10153510895348773
449,KwaMbili Game Lodge,Tshepo,Facebook,Winter,21/7/2013,evening,South Africa,Limpopo,KwaMbili Game Lodge,Thornybush Private Game Reserve,,Limpopo-other,Limpopo-Greater Kruger National Park,alive,,grasses,walking,good,,https://web.facebook.com/KwaMbiliGameLodge/photos/a.397044163687325/548749211850152
450,Gone Walkabout,,Facebook,Summer,6/2/2019,daylight,South Africa,Limpopo,Makuleke Wilderness Area,,,Limpopo-other,Limpopo-Greater Kruger National Park,alive,,grasses,walking,good,,https://web.facebook.com/cfgonewalkabout/photos/a.187287524716252/1847609748684013
451,Trish Nugent Lingamfelter,Trish,Facebook,Summer,3/12/2012,afternoon,South Africa,Limpopo,Vuyani Safari Lodge,Moditlo Private Game Reserve,,Limpopo-other,Limpopo-Greater Kruger National Park,alive,,grasses,walking,good,,https://web.facebook.com/photo?fbid=10100479864494596&set=a.10100479860497606
452,Naledi Lodges,Nicky,Facebook,Winter,13/7/2014,evening,South Africa,Limpopo,Naledi Lodges,,,Limpopo-other,Limpopo-Greater Kruger National Park,alive,,grasses,walking,good,,https://web.facebook.com/Naledigamelodge/videos/10152583788806241
453,Naledi Lodges,camera trap,Facebook,Summer,22/1/2016,evening,South Africa,Limpopo,Naledi Lodges,,,Limpopo-other,Limpopo-Greater Kruger National Park,alive,,waterhole,drinking water,good,,https://web.facebook.com/Naledigamelodge/photos/pcb.10153899550971241/10153899549176241
454,Kaingo Game Reserve,,Facebook,Summer,2/2/2019,daylight,South Africa,Limpopo,Kaingo Game Reserve,,,Limpopo-other,,alive,,vegetation,walking,good,,https://www.facebook.com/kaingogamereserve/photos/1123598614488309
455,lenyati_safaris_danie_Massyn,Danie Massyn,Instagram,Winter,25/8/2019,daylight,South Africa,Limpopo,Lenyati Safaris,,,Limpopo-other,,alive,,road,running away,good,,https://www.instagram.com/p/B1k37splEn2/
456,lenyati_safaris_danie_Massyn,Danie Massyn,Instagram,Spring,30/10/2019,evening,South Africa,Limpopo,Lenyati Safaris,,,Limpopo-other,,alive,,grasses,walking,good,,https://www.instagram.com/p/B4PKe9xlXm2/
457,kolologamereserve,,Instagram,Summer,9/12/2017,daylight,South Africa,Limpopo,Kololo Game Reserve,,,Limpopo-other,,alive,,grasses,walking,good,,https://www.instagram.com/p/Bcfpo3DHWVs/
458,boemanskraal_safaris,,Facebook,Winter,11/8/2016,daylight,South Africa,Limpopo,Boemanskraal safaris,,,Limpopo-other,,alive,,waterhole,drinking water,good,,https://web.facebook.com/Boesmanskraal/photos/282956372062377
459,muvhuyuresearchproject,Charlie-(camera traps),Instagram,Summer,8/1/2018,evening,South Africa,Limpopo,Muvhuyu Research and Education ,Santer Wildlife Ranch,,Limpopo-other,Greater Mapungubwe Transfontier Conservation Area,alive,,waterhole,drinking water,good,,https://www.instagram.com/p/BdznKZYj1f2/
460,senalala_safari,Becca,Instagram,Winter,26/7/2019,evening,South Africa,Limpopo,Senalala Safari Lodge,Klaserie Private Game Reserve,adjacent to the Kruger Park and the Timbavati Game Reserve,Limpopo-other,Limpopo-Greater Kruger National Park,alive,,grasses,walking,good,,https://www.instagram.com/p/B0Xp6oxgJ7T/
461,Senalala Safari Lodge,Mark Crook,Facebook,Spring,15/9/2016,evening,South Africa,Limpopo,Senalala Safari Lodge,Klaserie Private Game Reserve,adjacent to the Kruger Park and the Timbavati Game Reserve,Limpopo-other,Limpopo-Greater Kruger National Park,alive,,grasses,crossing the road,good,,https://www.facebook.com/GreaterKrugerSafari/videos/1009437935839470
462,Wild Connections,,Facebook,Autumn,19/3/2014,daylight,South Africa,Limpopo,Klaserie Private Game Reserve,,,Limpopo-other,Limpopo-Greater Kruger National Park,dead,leopard,,,,,https://web.facebook.com/219561848241120/photos/a.220598218137483/220597648137540
463,jejane_private_nature_reserve,camera trap,Instagram,Autumn,3/5/2019,evening,South Africa,Limpopo,Jejane Private Nature Reserve,Balule Nature Reserve,adjacent to the Kruger National Park,Limpopo-other,Limpopo-Greater Kruger National Park,alive,,grasses,walking and sniffing in the air,good,,https://www.instagram.com/p/Bw_12m-Bkbc/
464,Matamba Bush Camp Vaalwater,camera trap,Facebook,Spring,28/11/2013,evening,South Africa,Limpopo,Matamba Bush Camp-rock waterhole,,,Limpopo-other,,alive,,waterhole,walking towards waterhole,good,,https://web.facebook.com/photo.php?fbid=443491339106511&set=pb.100003369479125.-2207520000..&type=3
465,Matamba Bush Camp Vaalwater,camera trap,Facebook,Summer,1/1/2015,evening,South Africa,Limpopo,Matamba Bush Camp-rock waterhole,,,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/photo.php?fbid=656320077823635&set=pb.100003369479125.-2207520000..&type=3
466,Matamba Bush Camp Vaalwater,camera trap,Facebook,Summer,24/12/2012,evening,South Africa,Limpopo,Matamba Bush Camp,,,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/photo/?fbid=277132769075703&set=pb.100003369479125.-2207520000..
467,Boschfontein Guest Farm and Hunting Lodge,camera trap,Facebook,Autumn,1/3/2014,evening,South Africa,Limpopo,Boschfontein Guest Farm,Marekele National Park,,Limpopo-other,,alive,,waterhole,drinking water,good,,https://web.facebook.com/Boschfontein-Guest-Farm-and-Hunting-Lodge-151298894905282/photos/758658087502690
468,Boschfontein Guest Farm and Hunting Lodge,camera trap,Facebook,Winter,22/6/2018,evening,South Africa,Limpopo,Boschfontein Guest Farm,Marekele National Park,,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/Boschfontein-Guest-Farm-and-Hunting-Lodge-151298894905282/photos/1784217801613375
469,Mafigeni Safaris,camera trap,Facebook,Summer,16/2/2015,evening,South Africa,Limpopo,Mafigeni Safari Lodge,,,Limpopo-other,,alive,,waterhole,drinking water,good,,https://web.facebook.com/mafigenisafaris/photos/852233011482820
470,Selati Game Reserve,camera trap,Facebook,Spring,5/9/2017,evening,South Africa,Limpopo,Selati Game Reserve,,,Limpopo-other,,alive,,waterhole,walking towards waterhole,good,,https://web.facebook.com/selatigamereserve/photos/1761079130855739
471,onesmusoleirungu,Onesmus,Facebook,Winter,3/6/2016,daylight,South Africa,Limpopo,Selati Game Reserve,,,Limpopo-other,,alive,,grasses,walking,good,,
472,Yingwe at Silongue Bush Estate,camera trap,Facebook,Winter,11/8/2015,evening,South Africa,Limpopo,Silonque Bush Estate,,adjacent to the Kruger park ,Limpopo-other,,alive,,waterhole,drinking water,good,,https://web.facebook.com/yingwe.silonque.nl/photos/1628259980792826
473,Amanzi Travel,,Facebook,Spring,6/11/2013,evening,South Africa,Limpopo,Selati Game Reserve,,,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/AmanziTravelUK/photos/a.166025836750987/656574271029472
474,Askari Wilderness Conservation Programme,camera trap,Facebook,Winter,6/6/2013,evening,South Africa,Limpopo,Askari Wilderness Conservation Programme,Pidwa Wilderness Reserve,,Limpopo-other,,alive,,waterhole,drinking water,good,,https://web.facebook.com/Askari.Wilderness.Conservation.Programme/photos/a.223241241052979/554914701218963
475,Askari Wilderness Conservation Programme,camera trap,Facebook,Autumn,23/4/2013,evening,South Africa,Limpopo,Askari Wilderness Conservation Programme,Pidwa Wilderness Reserve,,Limpopo-other,,alive,,ground surface,walking,good,,https://web.facebook.com/Askari.Wilderness.Conservation.Programme/photos/a.221741167869653/540848192625614
476,vandenheeverphoto,Rudi van den Heever,Instagram,Winter,22/6/2018,afternoon,South Africa,Limpopo,Marakele National Park,,,Limpopo-other,,alive,,grasses,walking,good,,https://www.instagram.com/p/BkUV5LDhHAo/
477,Malcolm Hepplewhite,Malcolm Hepplewhite,Facebook,Winter,18/6/2015,afternoon,South Africa,Limpopo,Marakele National Park,,,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/photo/?fbid=919017294810676&set=a.125491130829967
478,Malcolm Hepplewhite,Malcolm Hepplewhite,Facebook,Winter,19/6/2015,afternoon,South Africa,Limpopo,Marakele National Park,,,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/photo/?fbid=919514611427611&set=a.125491130829967
479,Derrick Reynolds,,Facebook,Winter,9/7/2015,afternoon,South Africa,Limpopo,Marakele National Park,,,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/photo/?fbid=10204627558544801&set=o.158068367770
480,neiljmccartney,Neil McCartney,Instagram,Winter,30/6/2011,morning,South Africa,Limpopo,Marakele National Park,,,Limpopo-other,,alive,,grasses,walking,good,,https://www.instagram.com/p/BgYi8D-lvr_/
481,Marataba Luxury Lodges,Michelle Sole,Facebook,Autumn,26/5/2014,evening,South Africa,Limpopo,Marataba Luxury Lodges,Marakele National Park,,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/MaratabaLuxuryLodges/videos/746841622034131
482,Deelkraal Wildlife Reserve,camera trap,Facebook,Spring,9/10/2016,evening,South Africa,Limpopo,Deelkraal Wildlife Reserve,,,Limpopo-other,,alive,,waterhole,drinking water,good,,
483,fontyza,,Instagram,Winter,1/8/2015,afternoon,South Africa,Limpopo,Waterberg,,,Limpopo-other,,alive,,grasses,walking,good,,
484,roryloader,Rory,Instagram,Winter,26/8/2016,evening,South Africa,Limpopo,Mahlathini Private Game Reserve,,,Limpopo-other,,alive,,grasses,feeding,good,,
485,julsday,,Instagram,Winter,24/7/2016,morning,South Africa,Limpopo,Nyathi Wildlife & Eco Estate,,,Limpopo-other,,alive,,grasses,feeding,good,,
486,Leopard Leap Lodge,camera trap,Facebook,Winter,15/6/2016,evening,South Africa,Limpopo,Leopard Leap Lodge,Mabalingwe Nature Reserve,,Limpopo-other,,alive,,ground surface,walking,good,,https://web.facebook.com/Leopardleap/photos/a.404903746276659/680326435401054
487,Leopard Leap Lodge,camera trap,Facebook,Winter,3/8/2014,evening,South Africa,Limpopo,Leopard Leap Lodge,Mabalingwe Nature Reserve,,Limpopo-other,,alive,,ground surface,walking,good,,https://web.facebook.com/Leopardleap/photos/a.404903746276659/524268431006856
488,Leopard Leap Lodge,camera trap,Facebook,Autumn,17/4/2019,evening,South Africa,Limpopo,Leopard Leap Lodge,Mabalingwe Nature Reserve,,Limpopo-other,,alive,,ground surface,walking,good,,https://web.facebook.com/Leopardleap/posts/2091654100934940
489,Leopard Leap Lodge,camera trap,Facebook,Autumn,1/4/2014,evening,South Africa,Limpopo,Leopard Leap Lodge,Mabalingwe Nature Reserve,,Limpopo-other,,alive,,ground surface,walking,good,,https://web.facebook.com/Leopardleap/photos/a.482560198511013/482560511844315
490,itaga_private_game_lodge,,Instagram,Autumn,7/3/2017,daylight,South Africa,Limpopo,Itaga Private Game Lodge,Mabalingwe Nature Reserve,,Limpopo-other,,alive,,road,walking,good,,
491,Mogalakwena Research Centre,camera trap,Facebook,Winter,7/6/2015,evening,South Africa,Limpopo,Mogalakwena Research Centre,,,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/MogalakwenaResearchCentre/photos/a.578784618799475/1011225072222092
492,Mogalakwena Research Centre,camera trap,Facebook,Spring,16/9/2017,evening,South Africa,Limpopo,Mogalakwena Research Centre,,,Limpopo-other,,alive,,grasses,feeding,good,,https://web.facebook.com/MogalakwenaResearchCentre/photos/a.578784618799475/1694457863898806
493,Mogalakwena Research Centre,camera trap,Facebook,Spring,24/11/2012,evening,South Africa,Limpopo,Mogalakwena Research Centre,,,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/MogalakwenaResearchCentre/photos/a.599448766733060/599449550066315
494,Mogalakwena Research Centre,camera trap,Facebook,Autumn,10/3/2017,evening,South Africa,Limpopo,Mogalakwena Research Centre,,,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/MogalakwenaResearchCentre/photos/pcb.1484223981588863/1484219444922650
495,Enviro-Insight,camera trap,Facebook,Autumn,19/5/2017,evening,South Africa,Limpopo,Lephalale,,,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/enviro.insight.sa/videos/1445505135542115
496,ianpletzer,,Instagram,Winter,17/6/2018,daylight,South Africa,Limpopo,Waterberg,,,Limpopo-other,,alive,,grasses,walking,good,,https://www.instagram.com/p/BkHOVpplIVo/
497,In The Saddle,,Facebook,Winter,21/8/2012,evening,South Africa,Limpopo,Blakeney Farm,,,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/InTheSaddleRidingHolidays/photos/a.115864104182/10151109854294183
498,Muweti Bush Lodge,camera trap,Facebook,Autumn,30/4/2014,evening,South Africa,Limpopo,Muweti Bush Lodge,Grietjie Nature Reserve,,Limpopo-other,Limpopo-Greater Kruger National Park,alive,,waterhole,drinking water,good,,https://web.facebook.com/230165723663952/videos/839570622723456
499,Lapalala Wilderness,camera trap,Facebook,Summer,8/2/2014,evening,South Africa,Limpopo,Lapalala Wilderness,,,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/1404732279738458/photos/a.1405988876279465/1461208617424157
500,Lapalala Wilderness,camera trap,Facebook,Autumn,24/3/2014,evening,South Africa,Limpopo,Lapalala Wilderness,,,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/Lapalala-Wilderness-1404732279738458/photos/pcb.1482295668648785/1482293561982329
